"","country_territory_area","date_start","npi_label","stage_label"
"8749","China","28/05/2020","8.3_Other measures__Financial packages","new"
"8750","China","20/06/2020","8.3_Other measures__Financial packages","new"
"8751","China","25/06/2020","8.3_Other measures__Financial packages","new"
"8752","China","29/06/2020","8.3_Other measures__Financial packages","new"
"8753","China","09/07/2020","8.3_Other measures__Financial packages","new"
"8754","China","19/03/2020","8.5_Other measures__Other","new"
"8755","China","26/03/2020","8.5_Other measures__Other","new"
"8756","China","30/03/2020","8.5_Other measures__Other","modification/extension"
"8757","China","02/04/2020","8.5_Other measures__Other","new"
"8758","China","23/04/2020","8.5_Other measures__Other","new"
"8759","China","28/04/2020","8.5_Other measures__Other","modification/extension"
"8760","China","07/05/2020","8.5_Other measures__Other","new"
"8761","China","30/04/2020","8.2_Other measures__Scaling up","new"
"8762","China","09/05/2020","8.2_Other measures__Scaling up","new"
"8763","China","18/05/2020","8.2_Other measures__Scaling up","new"
"8764","China","04/06/2020","8.2_Other measures__Scaling up","new"
"8765","China","18/06/2020","8.2_Other measures__Scaling up","new"
"8766","China","18/06/2020","8.2_Other measures__Scaling up","new"
"8767","China","28/06/2020","8.4_Other measures_Communications and engagement_","new"
"8768","China","15/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8769","China","25/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8770","China","19/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8771","China","31/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8772","China","26/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8773","China","12/02/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"8774","China","18/04/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"8775","China","08/05/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"8776","China","09/05/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"8777","China","18/06/2020","8.2_Other measures__Scaling up","new"
"8778","China","23/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","phase-out/finish"
"8779","China","14/05/2020","8.5_Other measures__Other","new"
"8780","China","02/04/2020","8.3_Other measures__Financial packages","new"
"8781","China","08/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8782","China","08/04/2020","8.3_Other measures__Financial packages","new"
"8783","China","17/04/2020","8.3_Other measures__Financial packages","new"
"8784","China","21/04/2020","8.3_Other measures__Financial packages","new"
"8785","China","24/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8786","China","25/04/2020","8.3_Other measures__Financial packages","new"
"8787","China","27/04/2020","8.3_Other measures__Financial packages","new"
"8788","China","27/04/2020","8.3_Other measures__Financial packages","new"
"8789","China","28/04/2020","8.3_Other measures__Financial packages","new"
"8790","China","04/05/2020","8.3_Other measures__Financial packages","new"
"8791","China","05/05/2020","8.3_Other measures__Financial packages","new"
"8792","China","11/06/2020","8.3_Other measures__Financial packages","new"
"8793","China","11/06/2020","8.3_Other measures__Financial packages","new"
"8794","China","16/06/2020","8.3_Other measures__Financial packages","new"
"8795","China","19/06/2020","8.3_Other measures__Financial packages","new"
"8796","China","19/06/2020","8.3_Other measures__Financial packages","new"
"8797","China","26/06/2020","8.3_Other measures__Financial packages","new"
"8798","China","25/03/2020","8.2_Other measures__Scaling up","new"
"8799","China","16/04/2020","8.2_Other measures__Scaling up","new"
"8800","China","22/03/2020","8.5_Other measures__Other","new"
"8801","China","25/04/2020","8.5_Other measures__Other","new"
"8802","China","31/03/2020","8.5_Other measures__Other","new"
"8803","China","19/03/2020","8.2_Other measures__Scaling up","new"
"8804","China","22/03/2020","8.2_Other measures__Scaling up","new"
"8805","China","15/06/2020","8.2_Other measures__Scaling up","new"
"8806","China","04/06/2020","8.2_Other measures__Scaling up","new"
"8807","China","05/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8808","China","27/02/2020","8.2_Other measures__Scaling up","modification/extension"
"8809","China","26/02/2020","8.3_Other measures__Financial packages","new"
"8810","China","26/02/2020","8.3_Other measures__Financial packages","new"
"8811","China","26/02/2020","8.3_Other measures__Financial packages","new"
"8812","China","02/03/2020","8.3_Other measures__Financial packages","new"
"8813","China","20/03/2020","8.3_Other measures__Financial packages","new"
"8814","China","23/03/2020","8.3_Other measures__Financial packages","new"
"8815","China","08/04/2020","8.3_Other measures__Financial packages","new"
"8816","China","08/04/2020","8.3_Other measures__Financial packages","new"
"8817","China","08/04/2020","8.3_Other measures__Financial packages","new"
"8818","China","17/04/2020","8.3_Other measures__Financial packages","new"
"8819","China","18/04/2020","8.3_Other measures__Financial packages","new"
"8820","China","20/04/2020","8.3_Other measures__Financial packages","new"
"8821","China","21/04/2020","8.3_Other measures__Financial packages","new"
"8822","China","24/04/2020","8.3_Other measures__Financial packages","new"
"8823","China","25/04/2020","8.3_Other measures__Financial packages","new"
"8824","China","27/04/2020","8.3_Other measures__Financial packages","new"
"8825","China","15/05/2020","8.3_Other measures__Financial packages","new"
"8826","China","15/05/2020","8.3_Other measures__Financial packages","new"
"8827","China","18/05/2020","8.3_Other measures__Financial packages","new"
"8828","China","25/05/2020","8.3_Other measures__Financial packages","new"
"8829","China","25/05/2020","8.3_Other measures__Financial packages","new"
"8830","China","29/05/2020","8.3_Other measures__Financial packages","new"
"8831","China","29/05/2020","8.3_Other measures__Financial packages","new"
"8832","China","30/05/2020","8.3_Other measures__Financial packages","new"
"8833","China","02/06/2020","8.3_Other measures__Financial packages","new"
"8834","China","03/06/2020","8.3_Other measures__Financial packages","new"
"8835","China","09/06/2020","8.3_Other measures__Financial packages","new"
"8836","China","23/06/2020","8.3_Other measures__Financial packages","new"
"8837","China","01/07/2020","8.3_Other measures__Financial packages","new"
"8838","China","07/07/2020","8.3_Other measures__Financial packages","new"
"8839","China","21/02/2020","8.2_Other measures__Scaling up","new"
"8840","China","21/02/2020","8.2_Other measures__Scaling up","new"
"8841","China","24/02/2020","8.2_Other measures__Scaling up","new"
"8842","China","01/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8843","China","11/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8844","China","21/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8845","China","28/03/2020","8.3_Other measures__Financial packages","new"
"8846","China","08/04/2020","8.3_Other measures__Financial packages","new"
"8847","China","07/07/2020","8.3_Other measures__Financial packages","new"
"8848","China","06/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8849","China","20/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8850","China","21/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8851","China","21/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8852","China","06/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8853","China","30/01/2020","8.5_Other measures__Other","new"
"8854","China","27/02/2020","8.3_Other measures__Financial packages","new"
"8855","China","10/03/2020","8.3_Other measures__Financial packages","new"
"8856","China","13/03/2020","8.3_Other measures__Financial packages","new"
"8857","China","02/04/2020","8.3_Other measures__Financial packages","new"
"8858","China","17/04/2020","8.3_Other measures__Financial packages","new"
"8859","China","21/04/2020","8.3_Other measures__Financial packages","new"
"8860","China","14/05/2020","8.3_Other measures__Financial packages","new"
"8861","China","23/01/2020","8.2_Other measures__Scaling up","new"
"8862","China","18/02/2020","8.2_Other measures__Scaling up","new"
"8863","China","25/02/2020","8.2_Other measures__Scaling up","new"
"8864","China","02/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8865","China","20/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"8866","Colombia","17/03/2020","8.3_Other measures__Financial packages","new"
"8867","Colombia","25/03/2020","8.3_Other measures__Financial packages","new"
"8868","Colombia","25/03/2020","8.3_Other measures__Financial packages","new"
"8869","Colombia","27/03/2020","8.3_Other measures__Financial packages","new"
"8870","Colombia","30/03/2020","8.3_Other measures__Financial packages","new"
"8871","Colombia","31/03/2020","8.3_Other measures__Financial packages","new"
"8872","Colombia","31/03/2020","8.3_Other measures__Financial packages","new"
"8873","Colombia","31/03/2020","8.3_Other measures__Financial packages","modification/extension"
"8874","Colombia","02/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8875","Colombia","04/04/2020","8.3_Other measures__Financial packages","new"
"8876","Colombia","06/04/2020","8.3_Other measures__Financial packages","new"
"8877","Colombia","07/04/2020","8.3_Other measures__Financial packages","new"
"8878","Colombia","09/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8879","Colombia","13/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8880","Colombia","15/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8881","Colombia","17/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8882","Colombia","29/04/2020","8.3_Other measures__Financial packages","modification/extension"
"8883","Colombia","30/04/2020","8.3_Other measures__Financial packages","new"
"8884","Colombia","02/05/2020","8.3_Other measures__Financial packages","new"
"8885","Colombia","02/05/2020","8.3_Other measures__Financial packages","new"
"8886","Colombia","11/05/2020","8.3_Other measures__Financial packages","new"
"8887","Colombia","13/05/2020","8.3_Other measures__Financial packages","new"
"8888","Colombia","29/05/2020","8.3_Other measures__Financial packages","new"
"8889","Colombia","04/06/2020","8.3_Other measures__Financial packages","new"
"8890","Colombia","04/06/2020","8.3_Other measures__Financial packages","new"
"8891","Colombia","08/06/2020","8.3_Other measures__Financial packages","new"
"8892","Colombia","08/06/2020","8.3_Other measures__Financial packages","new"
"8893","Colombia","19/06/2020","8.3_Other measures__Financial packages","new"
"8894","Colombia","28/06/2020","8.3_Other measures__Financial packages","new"
"8895","Colombia","14/07/2020","8.3_Other measures__Financial packages","new"
"8896","Colombia","14/07/2020","8.3_Other measures__Financial packages","new"
"8897","Colombia","27/03/2020","8.2_Other measures__Scaling up","new"
"8898","Colombia","01/04/2020","8.2_Other measures__Scaling up","new"
"8899","Colombia","02/04/2020","8.2_Other measures__Scaling up","new"
"8900","Colombia","12/04/2020","8.2_Other measures__Scaling up","modification/extension"
"8901","Colombia","14/04/2020","8.2_Other measures__Scaling up","modification/extension"
"8902","Colombia","15/04/2020","8.2_Other measures__Scaling up","new"
"8903","Colombia","29/04/2020","8.2_Other measures__Scaling up","new"
